Start Date and Time,RM1,RM2,CM1,CM2,Campaign,Instrument,Size Fraction,SN1,SN2,Public Domain?
19.05.2018,,,37.43,36.48,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
20.05.2018,,,20.3,19.27,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
21.05.2018,15.2,15.4,16.35,17.87,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
22.05.2018,22.4,23.1,21.79,22.58,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
23.05.2018,24.2,25,28.05,28.52,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
24.05.2018,15.7,16.1,18.26,18.14,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
25.05.2018,,,18.36,19.25,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
26.05.2018,,,16.44,16.48,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
27.05.2018,15,16.6,17.08,16.39,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
28.05.2018,23.4,25.7,25.35,25.53,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
29.05.2018,,,30.41,31.01,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
30.05.2018,,,22.93,22.13,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
31.05.2018,,,18.39,18.71,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
01.06.2018,,,11.96,13.81,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
02.06.2018,,,11.89,13.02,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
03.06.2018,,,21.65,22.24,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
04.06.2018,,,27.06,26.39,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
05.06.2018,40,41.1,42.37,40.94,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
06.06.2018,31.7,34.2,33.91,36.03,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
07.06.2018,,,45.48,42.67,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
08.06.2018,,,43.07,45.92,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
09.06.2018,,,38.73,39.36,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
10.06.2018,,,29,29.66,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
11.06.2018,,,24.06,24.3,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
12.06.2018,,,19.75,20.25,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
13.06.2018,23,24,25.28,25.09,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
14.06.2018,36.8,39.6,43.93,45.6,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
15.06.2018,,,12.66,13.31,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
16.06.2018,,,14.01,13.91,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
17.06.2018,13,13.5,13.44,14.1,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
18.06.2018,16.1,17.6,19.01,17.79,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
19.06.2018,16.9,17.8,18.14,18.25,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
20.06.2018,,,38.02,35.89,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
21.06.2018,,,68.05,66.31,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
22.06.2018,,,37.95,37.64,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
23.06.2018,,,23.86,24.08,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
24.06.2018,,,18.6,19.26,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
25.06.2018,,,28.95,28.87,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
26.06.2018,,,45.61,45.72,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
27.06.2018,,,19.51,18.96,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
28.06.2018,,,23,23.23,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
29.06.2018,,,25.46,24.57,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
30.06.2018,,,16.41,15.86,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
01.07.2018,,,12.72,13.25,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
02.07.2018,,,,,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
03.07.2018,,,,,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
04.07.2018,,,,,Bonn. Belderberg,PM10EnveaMP101M,PM10,6158,6159,Y
12.07.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
13.07.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
14.07.2018,,,22.09,23.85,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
15.07.2018,15.4,16.3,13.63,15.15,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
16.07.2018,27.6,28.8,29.26,31.28,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
17.07.2018,24.6,25.5,27.22,30.79,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
18.07.2018,23.8,24.7,24.08,25.78,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
19.07.2018,30.2,30.8,29.55,31.62,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
20.07.2018,35.6,36.7,39.94,40.41,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
21.07.2018,28.6,27.3,28.93,28.49,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
22.07.2018,,,22.83,23.98,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
23.07.2018,26.9,26.2,29.32,30.36,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
24.07.2018,,,32.12,32.96,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
25.07.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
26.07.2018,,,29.83,34.77,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
27.07.2018,,,26.73,28.52,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
28.07.2018,,,21.13,24.43,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
29.07.2018,,,14.97,15.54,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
30.07.2018,25.7,25.9,25.02,26.28,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
31.07.2018,20.3,21.9,26.15,26.67,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
01.08.2018,23.5,23.2,23.4,26.42,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
02.08.2018,31.9,30.8,38.85,38.81,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
03.08.2018,30.2,29.4,36.97,37.07,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
04.08.2018,,,19.7,21.03,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
05.08.2018,11.6,11.6,13.35,12.79,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
06.08.2018,,,22.56,24.1,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
07.08.2018,,,48.89,50.18,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
08.08.2018,18.8,17.6,23.38,22.82,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
09.08.2018,36.1,34.5,39.86,38.48,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
10.08.2018,21.6,20.5,27.31,28.41,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
11.08.2018,,,14.03,13.94,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
12.08.2018,10.8,9.5,11.85,14.44,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
13.08.2018,27.1,25.9,26.15,26.69,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
14.08.2018,29.2,28.5,33.94,32.27,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
15.08.2018,18.8,18.2,21.09,20.79,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
16.08.2018,,,25.8,24.61,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
17.08.2018,16.3,16.2,17,16.62,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
18.08.2018,,,18.15,18.72,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
19.08.2018,19.6,19.9,21.03,20.57,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
20.08.2018,16.9,17.8,19.47,18.04,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
21.08.2018,16.2,17.2,19.58,19.65,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
22.08.2018,35.7,37.2,36.54,35.72,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
23.08.2018,24.8,26,32.44,30.77,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
24.08.2018,,,26.85,25.4,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
25.08.2018,,,13.27,13.57,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
26.08.2018,5.7,6.5,9.47,7.97,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
27.08.2018,34.2,35.3,41.85,37.41,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
28.08.2018,21.3,22.3,26.19,25.22,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
29.08.2018,29.5,30.3,35.25,32.78,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
30.08.2018,,,18.7,18.2,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
31.08.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
01.09.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
02.09.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
03.09.2018,,,28.51,29.06,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
04.09.2018,29.45,28.8,28.05,29.09,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
05.09.2018,34.92,34.56,32.06,37.35,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
06.09.2018,27.66,26.95,21.07,23.67,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
07.09.2018,,,20.14,19.28,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
08.09.2018,,,14.18,13.61,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
09.09.2018,15.11,14.84,13.15,13.13,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
10.09.2018,29.92,29.75,29.08,30.22,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
11.09.2018,27.88,27.05,30.13,30.01,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
12.09.2018,,,18.68,21.42,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
13.09.2018,19.18,19.27,20.48,19.05,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
14.09.2018,,,40.85,41.81,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
15.09.2018,,,43.88,44.7,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
16.09.2018,19.84,20.41,16.66,19.04,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
17.09.2018,32.61,30.4,32.52,31.76,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
18.09.2018,38.88,38.71,42.76,44.64,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
19.09.2018,52.33,54.08,53.78,56.19,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
20.09.2018,,,44.05,50.09,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
21.09.2018,,,40.13,43.71,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
22.09.2018,,,16.69,18.91,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
23.09.2018,,,3.48,3.86,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
24.09.2018,,,13.39,14.48,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
25.09.2018,15.39,15.94,14.83,15.77,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
26.09.2018,19.24,19.88,19.39,19.72,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
27.09.2018,26.76,26.94,25.65,27.28,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
28.09.2018,,,20.08,20.02,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
29.09.2018,,,12.86,14.17,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
30.09.2018,,,20.05,20.86,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
01.10.2018,19.24,19.34,18.52,20.07,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
02.10.2018,,,29.17,30.23,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
03.10.2018,,,29.44,31.73,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
04.10.2018,18.54,19.1,17.55,19.32,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
05.10.2018,,,23.11,23.17,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
06.10.2018,,,26.12,28.47,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
07.10.2018,,,8.34,8.67,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
08.10.2018,30.72,29.83,26.08,27.21,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
09.10.2018,31.69,31.83,30.51,32.56,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
10.10.2018,23.43,23.27,24.55,25.5,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
11.10.2018,,,26.26,27.7,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
12.10.2018,,,26.52,28.76,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
13.10.2018,,,19.97,20.5,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
14.10.2018,20.3,20.59,17.58,20.34,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
15.10.2018,26.37,26.75,24.96,27.38,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
16.10.2018,,,30.14,31.15,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
17.10.2018,,,53,51.64,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
18.10.2018,,,23.1,24.52,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
19.10.2018,,,25.65,27.88,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
20.10.2018,,,24.25,25.71,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
21.10.2018,,,18.25,18.02,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
22.10.2018,,,23.17,25.4,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
23.10.2018,,,41.61,44.72,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
24.10.2018,,,13.24,14.24,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
25.10.2018,,,30.66,30.76,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
26.10.2018,,,26.68,28.43,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
27.10.2018,,,16.39,16.82,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
28.10.2018,,,7.84,7.6,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
29.10.2018,,,7.98,9.38,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
30.10.2018,,,4.07,3.56,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
31.10.2018,,,10.22,9.62,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
01.11.2018,,,9.18,9.36,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
02.11.2018,,,19.9,20.03,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
03.11.2018,,,20.42,20.92,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
04.11.2018,18.13,18.95,19.67,18.53,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
05.11.2018,23.25,23.54,23.35,22.54,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
06.11.2018,19.51,20.25,20.24,21.04,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
07.11.2018,11.82,11.82,11.96,13.86,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
08.11.2018,16.85,17.22,14.94,16.18,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
09.11.2018,,,21.4,22.43,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
10.11.2018,,,7.07,6.77,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
11.11.2018,6.35,5.8,4.55,4.81,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
12.11.2018,11.52,11.35,9.96,10.47,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
13.11.2018,20.73,19.73,19.19,20.03,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
14.11.2018,16.99,16.81,16.49,16.99,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
15.11.2018,19.82,19.39,18.16,19.44,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
16.11.2018,,,22.46,24.53,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
17.11.2018,,,14.69,14.21,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
18.11.2018,16.8,16.45,17.93,17.48,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
19.11.2018,16.37,16.58,21.87,22.22,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
20.11.2018,24.04,24.61,23.79,26.23,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
21.11.2018,25.17,24.37,22.23,24.07,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
22.11.2018,,,27.69,28.2,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
23.11.2018,,,33.65,33.48,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
24.11.2018,,,13.33,13.78,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
25.11.2018,,,19.76,22.51,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
26.11.2018,,,21.05,20.67,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
27.11.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
28.11.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
29.11.2018,,,,,Bulk handling. Summer,PM10EnveaMP101M,PM10,6158,6159,Y
12.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
13.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
14.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
15.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
16.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
17.12.2018,,,,,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
18.12.2018,,,9.36,11.78,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
19.12.2018,7.81,8.09,8.45,7.63,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
20.12.2018,5.53,6.17,6.15,6.02,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
21.12.2018,,,14.91,15.16,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
22.12.2018,,,14.34,12.63,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
23.12.2018,,,7.4,7.91,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
24.12.2018,,,7.72,5.61,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
25.12.2018,,,18.02,19,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
26.12.2018,,,15.69,16.36,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
27.12.2018,,,20.55,19.64,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
28.12.2018,,,31.19,30.54,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
29.12.2018,,,14.65,15.15,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
30.12.2018,,,12.23,11.86,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
31.12.2018,,,26.89,26.39,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
01.01.2019,15.34,15.64,13.28,12.81,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
02.01.2019,26.04,26.24,24.34,24.7,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
03.01.2019,,,18.62,18.13,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
04.01.2019,,,24.35,25.77,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
05.01.2019,,,9.36,9.15,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
06.01.2019,27.85,28.42,22.06,22.12,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
07.01.2019,27.22,28.14,28.18,28.91,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
08.01.2019,11.7,12.26,11.69,11.66,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
09.01.2019,15.34,14.7,11.71,11.33,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
10.01.2019,28.86,28.94,27.61,28.48,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
11.01.2019,13.78,14.33,13.82,14.07,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
12.01.2019,,,21.19,21.15,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
13.01.2019,7.93,7.85,6.09,5.92,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
14.01.2019,18.01,18.3,18.84,18.11,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
15.01.2019,45.28,45.65,44.49,44.28,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
16.01.2019,12.03,13.06,13.92,13.64,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
17.01.2019,11.53,12.31,7.11,7.78,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
18.01.2019,20.21,21.2,17.8,18.06,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
19.01.2019,,,13.49,11.93,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
20.01.2019,29.89,30.44,25.15,24.01,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
21.01.2019,,,36.79,39.59,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
22.01.2019,32.89,33.27,31.82,31.51,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
23.01.2019,36.22,36.87,29.62,29.06,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
24.01.2019,59.7,59.79,50.73,49.95,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
25.01.2019,23.4,23.68,24.66,24.71,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
26.01.2019,,,11.57,11.02,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
27.01.2019,21.95,21.6,13.3,13.84,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
28.01.2019,18.68,18.59,15.74,14.48,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
29.01.2019,14.62,13.7,16.18,15.83,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
30.01.2019,17.43,17.66,16.39,15.44,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
31.01.2019,10.91,12.54,13.7,12.58,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
01.02.2019,,,14.86,14.42,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
02.02.2019,,,30.27,30.02,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
03.02.2019,18.35,19.45,19.96,20.12,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
04.02.2019,8.51,9.61,11.33,10.55,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
05.02.2019,,,12.7,11.9,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
06.02.2019,,,16.04,17.19,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
07.02.2019,13.62,14.07,14.72,14.83,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
08.02.2019,,,10.45,10.58,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
09.02.2019,,,15.85,16.2,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
10.02.2019,14.13,15.41,12.64,13.17,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
11.02.2019,23.11,23.66,20.77,19.94,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
12.02.2019,21.38,22.47,20.29,22.36,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
13.02.2019,22.24,22.61,21.16,19.54,Bulk handling. Winter,PM10EnveaMP101M,PM10,6158,6159,Y
